#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-4083.4006,45,353.55134
-2186.8086,60,353.584284
-3954.6433,55,353.616108
-1448.1351,68,353.631866
-2159.7847,27,353.66476
-3056.5376,71,353.681422
-1506.6937,54,353.74663
-2129.9365,45,353.763083
-2999.37,25,353.77974
-2905.1594,24,353.796142
-2919.9966,24,353.845054
-2263.6196,66,353.877653
-2759.9968,22,353.894012
-2804.5364,23,353.92657
-2826.964,23,353.959461
-1294.2377,24,354.057103
-2486.645,19,354.057164
-3123.7568,27,354.073314
-3048.5088,26,354.106357
-3549.4678,187,354.106408
-1798.4899,10,354.22036
-2773.9028,43,354.220419
-4351.5576,51,354.220432
-3239.999,28,354.303452
-2038.6647,13,354.435173
-3549.1116,41,354.435238
-2897.5068,24,354.468951
-1570.2119,33,354.469002
-2867.5605,130,354.485512
-1564.6265,24,354.501873
-942.23254,45,354.534102
664.7875,401,354.582453
-2348.5664,50,354.598893
-2819.4155,23,354.59894
-3160.1606,42,354.64712
-1560.4349,15,354.678953
-3959.9998,37,354.710682
-3079.997,26,354.727067
-2455.3777,57,354.807191
-1655.0751,23,354.87104
-9819.607,114,354.871101
-2199.9937,15,354.886931
-2499.7727,86,354.934931
-3719.9993,34,355.013486
-2490.2583,44,355.14372
-2759.9768,22,355.290623
-1489.8899,52,355.323428
-3963.5137,42,355.356314
-3896.7744,92,355.389596
-1795.9082,36,355.455174
-3086.0674,187,355.487833
-1426.5626,92,355.553526
-3192.7327,52,355.6512
-1056.1302,22,355.716053
-3426.8418,44,355.732829
-1758.3429,11,355.732877
-983.5773,54,355.749834
-4117.04,39,355.782665
1887.1045,401,355.880787
-2416.496,81,355.897384
-2119.934,14,356.011433
-4508.476,46,356.044276
-2714.1147,149,356.044356
-2475.1538,20,356.060953
-4545.919,98,356.060995
-2678.5693,21,356.093807
-4322.6133,42,356.143037
2245.6726,401,356.208387
-3183.079,46,356.24148
-1502.6536,22,356.24153
-1688.5446,12,356.339309
-2844.8652,37,356.339368
-2491.0562,19,356.355829
-2740.3477,22,356.40488
-3025.552,47,356.421385
-3149.5664,27,356.454236
2419.1277,401,356.519624
-3208.0615,40,356.552369
-2585.4478,20,356.570357
-3876.7065,36,356.653219
-2000.9729,57,356.653279
-4039.9634,38,356.686138
-1863.4972,11,356.829628
-2999.999,25,356.86247
-2534.3096,27,356.862521
-1620.0022,401,356.911536
-3195.2527,52,356.944317
-3959.9897,37,356.944375
-2184.0762,37,356.961074
-2599.996,20,356.977595
-3399.9844,30,357.009942
-3399.9998,30,357.04246
-5031.883,54,357.09146
-2539.5127,22,357.220411
-2215.2778,283,357.269142
-4702.8545,401,357.414712
-830.9913,40,357.480093
-3872.8135,58,357.512869
-2846.5195,32,357.615538
-4211.0586,44,357.631598
-2503.253,43,357.648292
-4320.9917,45,357.696663
-3190.5781,31,357.729463
-5952.5195,64,357.729512
-4807.529,48,357.762312
-2561.1328,23,357.795227
-2994.6685,37,357.876888
-5479.972,56,357.959018
-1878.6865,18,357.992212
-3153.312,104,358.041255
-3239.995,28,358.074283
-6599.996,70,358.089821
-2040.3608,22,358.089867
-1107.0603,22,358.120896
-6286.8203,82,358.202523
687.09125,401,358.312196
-3037.4285,50,358.328706
-2279.3677,16,358.375175
1224.0847,401,358.375227
-1798.5762,46,358.391198
-3650.8264,257,358.40755
-1871.0222,41,358.454286
-2064.8914,51,358.454335
-2999.959,25,358.469441
-5958.3374,62,358.485845
-2479.1284,19,358.500999
-1719.9517,9,358.516904
-9180.292,401,358.548547
-2629.2166,33,358.611925
-1420.4688,13,358.658075
-1973.9016,44,358.689435
-2405.627,47,358.704268
-2199.9316,15,358.735794
-2838.5293,23,358.767309
-1494.6074,46,358.767359
-3319.858,29,358.782857
-2921.401,25,358.782903
-2999.958,25,358.844332
-3879.996,36,358.876329
-3027.0505,30,358.938241
-1342.3853,31,359.000584
-2679.9932,21,359.062471
-3061.1953,26,359.094134
-1301.3545,234,359.109125
-3479.9805,31,359.140692
-2174.579,35,359.156135
-2628.062,26,359.172572
-2839.5183,23,359.233817
-4830.5615,48,359.233872
-1611.6492,29,359.29689
-4039.958,38,359.296945
-3365.8271,40,359.406777
-3159.9998,27,359.537985
-3542.8447,64,359.554567
-2111.1455,401,359.587828
-3090.9507,28,359.686759
-1493.7793,44,359.703434
-4297.827,89,359.785707
-2861.245,65,359.818847
-1808.4607,48,359.835389
-1753.8062,41,359.900963
-3474.0474,31,359.917491
-4999.9937,50,359.966605
202.82428,401,360.015829
-2422.011,67,360.015882
-2008.6511,56,360.048953
-1539.4745,61,360.163259
-2199.9983,15,360.212256
-3776.613,46,360.293971
-2993.624,43,360.391991
-3121.6343,27,360.457687
-1538.4081,39,360.457743
-3319.6973,29,360.489617
-4998.974,50,360.520748
-3606.4097,90,360.553961
-1788.5825,13,360.603018
-1625.8958,45,360.635833
-3879.9993,36,360.635882
-2385.7559,86,360.701131
-3167.1838,71,360.747986
-4920.0464,374,360.764694
-1913.9851,58,360.781182
-2676.3105,21,360.797673
-1879.9822,11,360.812839
-2811.4365,77,360.812886
-3511.0396,41,360.955351
-3556.7979,33,360.988189
442.92825,401,361.018576
-1906.7766,26,361.050598
2307.1475,401,361.083415
-3524.487,401,361.083464
-2740.3992,61,361.19462
-1423.2144,28,361.19468
578.49084,401,361.210023
-1799.99,10,361.241147
-3659.607,314,361.30572
1249.7349,401,361.369139
-1949.7288,48,361.369199
-2919.9866,24,361.369212
-1701.5198,9,361.38614
-3951.278,99,361.386185
-2039.9407,13,361.402227
-2974.234,31,361.449002
-3697.979,41,361.449057
-2479.8452,46,361.54363
-2919.9993,24,361.576203
-3879.9893,36,361.592633
-2192.2954,67,361.623686
-2200.108,26,361.623742
-1866.2914,56,361.657205
-2039.9966,13,361.657261
-1108.6676,16,361.657274
-5327.5283,291,361.690524
-2321.319,20,361.690575
-2728.48,22,361.814128
-2377.4978,66,361.845653
-4320.634,120,361.939907
-1907.6863,401,361.956498
-1747.3506,67,361.973216
-3441.727,32,361.989963
-2030.937,37,361.990008
-2721.7898,32,361.990042
-2447.0825,22,362.131403
-2835.1382,23,362.147301
-2352.9246,31,362.16401
-5342.631,81,362.164055
-2867.1157,43,362.229425
-3959.9993,37,362.311608
-2599.8972,20,362.311664
-3479.999,31,362.311677
-871.1841,22,362.344756
-2103.9363,19,362.475391
-1920.8357,49,362.540694
-2759.0195,55,362.638654
-3795.7837,56,362.655243
-2801.745,44,362.671879
-2186.6064,64,362.72125
-3106.3828,50,362.754067
-2955.8691,59,362.803441
-1707.8809,50,362.803493
-2485.186,73,362.819916
-2549.7517,42,362.918273
-3917.4597,90,362.918329
238.75264,401,362.967297
-2360.0,17,363.000161
-2385.7705,22,363.000211
-2231.4336,54,363.049445
-2065.124,58,363.082179
-2455.8015,19,363.115331
-4588.9546,54,363.196805
-2716.0542,54,363.229508
-3488.164,128,363.245858
-2985.0906,44,363.262368
-2154.7139,54,363.359717
-4209.249,42,363.359775
-3221.4348,30,363.408314
-2221.4429,19,363.424857
-2799.7007,71,363.473432
-4169.3594,58,363.602171
-2528.0847,38,363.618673
-2362.3242,23,363.729866
-1604.7158,97,363.729928
-3958.9373,37,363.857156
-2595.8223,51,363.872753
-6761.0117,278,363.889154
-2379.878,32,363.922301
-2907.1758,62,363.922352
-3074.6133,72,363.922364
-2241.4517,61,363.987581
-5959.9995,62,364.199228
-2585.807,22,364.248828
-4810.6533,248,364.265553
-3709.9863,34,364.282465
-4478.5757,401,364.282508
-2839.9878,23,364.299293
-1536.397,28,364.332624
-2129.8154,47,364.38255
-2721.4011,71,364.399378
2064.8845,401,364.433007
-2964.712,64,364.466347
-2039.9889,13,364.549249
-2300.3638,19,364.616104
-1123.9105,14,364.632931
-2408.2388,56,364.650061
-2759.9988,22,364.650107
1168.2272,401,364.650119
-2830.0605,24,364.666967
-2549.4434,22,364.750306
-2628.242,29,364.767366
-3608.9836,49,364.800936
-2849.2483,43,364.917177
-2392.4517,64,364.917234
-4604.9604,184,364.983831
-2090.9736,64,364.983886
-2839.5388,23,365.033871
-3210.8018,36,365.067014
-8194.787,90,365.083699
-3399.9478,30,365.116489
-1512.043,13,365.133229
-2881.3726,28,365.263847
-1196.4652,64,365.313227
-4513.0835,153,365.313277
-8462.728,401,365.362606
-4759.795,47,365.445048
-1933.9038,53,365.511132
-1926.035,30,365.528031
-2993.0708,25,365.528079
-3979.3245,39,365.561402
-1799.999,10,365.6113
-13402.969,162,365.62663
-3405.5862,65,365.626676
-2041.3818,62,365.67649
-6436.8345,68,365.77679
-3879.3994,63,365.793609
-3113.704,27,365.810394
-2119.9575,14,365.860148
-2631.8477,54,365.876862
-2187.6372,56,365.910161
-4202.4736,42,366.010065
-1694.957,59,366.059978
-1068.965,32,366.060031
-2759.933,22,366.175657
-1690.8514,9,366.209031
-2039.9987,13,366.225806
-2365.851,41,366.292746
-3771.9583,45,366.30955
-2087.5503,51,366.376105
-4624.9067,75,366.509297
-2023.6353,13,366.509356
-3304.414,46,366.543089
-3158.4878,56,366.559922
-3154.8267,27,366.659167
-3907.5867,54,366.692786
-2599.9978,20,366.709738
-5559.968,57,366.809715
-3992.2349,204,366.843501
-4384.0713,228,366.843553
-2598.7988,20,366.843565
-3449.4485,84,366.910667
-2119.9993,14,366.927714
-2010.8652,63,366.927759
-2046.637,54,366.961358
-2597.6853,33,367.063518
-12220.554,362,367.080787
-1959.1499,12,367.115113
-1615.0422,34,367.132493
-1903.4326,12,367.132537
2569.3374,401,367.150033
-4529.6895,143,367.150074
-2779.0088,74,367.150087
-6644.297,401,367.184598
-3098.742,119,367.303245
-1879.9846,11,367.337246
-4407.2817,49,367.370908
-2279.927,16,367.388036
-3959.9688,37,367.438915
-1525.1486,48,367.472899
-3810.4648,78,367.489997
-4120.0,39,367.507364
-3079.999,26,367.589763
-3159.9707,27,367.589822
-2012.8662,51,367.705758
-2585.063,25,367.721318
-2599.956,20,367.771187
-2616.3706,21,367.838531
-2181.8013,15,367.838594
-2009.3604,23,367.855578
-2253.4526,48,367.889091
-2241.03,58,367.906323
-2244.1973,36,367.990157
-1713.2423,12,368.040685
-2647.249,64,368.040737
-4113.31,293,368.090987
-2679.4746,21,368.124668
-2205.5227,47,368.124718
-7327.711,147,368.141763
-1226.2699,26,368.141806
-4839.951,48,368.175325
-3268.2646,41,368.192453
-2831.6602,23,368.242471
-2172.9219,15,368.242548
-4199.867,40,368.259399
-7904.8374,401,368.342508
-1959.9995,12,368.342564
-1968.9805,23,368.47521
-2834.6355,23,368.554981
-2891.7798,86,368.571759
-2679.524,21,368.588608
-2571.8674,52,368.588652
-2279.0063,16,368.605721
-3079.9468,26,368.622562
-1472.556,23,368.639296
-3043.4937,36,368.722671
-2626.7622,52,368.772852
-3067.498,58,368.80653
-1051.6338,12,368.923752
-2593.7637,20,368.923812
-2442.8452,55,368.957967
-5664.308,126,368.958016
-4848.287,401,368.958029
-1223.7969,23,368.958039
-1885.7917,51,368.97527
-2481.9219,111,369.0087
-4212.823,236,369.075347
-3311.4316,49,369.158567
-1744.8971,14,369.191912
-3094.1238,67,369.258323
-2599.9854,20,369.290117
-3546.5264,32,369.339528
-1903.5457,44,369.339581
-3691.1077,35,369.356485
-3908.0474,70,369.406822
-1704.88,50,369.423064
-1981.91,14,369.423115
-1508.2505,13,369.473744
-1099.1733,401,369.473796
-2519.9019,19,369.473809
-2287.0908,59,369.540741
-4279.947,41,369.687253
-2279.9297,16,369.687317
-3985.1592,38,369.70427
-4218.563,48,369.754286
-2171.8298,21,369.821108
-2050.2495,25,369.838241
-3385.9712,55,369.838285
-1719.9626,9,369.838297
-3559.9536,32,369.871956
-2780.4731,25,369.889093
-2643.6729,21,369.889137
-2924.3442,57,369.906358
-1717.5486,9,369.973356
-2141.5356,63,369.973408
-1310.486,41,369.973421
-7886.701,365,370.006973
-2474.383,63,370.024019
-2036.4095,401,370.024064
-3713.475,84,370.040985
-1951.0529,12,370.089726
-999.7757,9,370.121528
-2906.9424,24,370.271039
-2235.3584,16,370.287989
-3351.4868,135,370.288033
-2598.1682,20,370.304882
-2759.1792,22,370.371777
-3232.8071,32,370.371835
-2952.6807,61,370.371848
-2759.9993,22,370.388883
-3493.0645,120,370.472224
-1554.9136,32,370.506198
-2771.2622,23,370.506248
-4149.382,51,370.539694
-3052.1445,42,370.606601
-3206.5942,28,370.754136
-2185.17,28,370.754195
-4359.201,42,370.786634
-2227.287,27,370.820255
-2609.2358,36,370.870575
-1841.7498,24,370.87063
-3384.4224,30,370.870642
-2424.4414,63,370.937407
-1182.5176,22,371.120377
-1450.1915,82,371.120438
-12143.302,401,371.12045
-4269.587,70,371.201714
-3551.308,62,371.331729
-1434.2903,11,371.380794
-2275.3167,16,371.380851
-2930.3887,62,371.397408
-2057.03,94,371.397452
-4034.546,38,371.414264
-3781.4287,35,371.446635
-3870.6057,36,371.463221
-1874.1299,11,371.577204
-1879.9895,11,371.577263
-3006.8198,136,371.593849
-2784.1619,50,371.642574
-2357.2007,56,371.675456
-2653.0776,50,371.692058
-2126.4968,80,371.709065
-3385.8955,113,371.709108
-2203.5474,401,371.741733
-4039.746,38,371.741783
-2916.5356,24,371.807135
-2808.666,23,371.823535
-3718.918,48,371.904935
-1759.1375,23,371.95364
-2355.6057,42,372.067695
-2999.998,25,372.084227
-4065.256,47,372.100957
-1294.3793,58,372.328067
-2279.9595,16,372.344629
-2358.6829,17,372.344676
-2594.3125,43,372.344688
-3300.3054,29,372.377551
-2514.024,19,372.410533
-4359.983,42,372.492692
-2807.645,122,372.545386
-1657.3904,48,372.607796
-2588.149,22,372.702623
-3967.8867,62,372.702678
-2919.9375,24,372.735038
-3755.4395,62,372.752009
-1712.7781,65,372.768117
-4277.161,65,372.799263
-2664.0906,22,372.84917
-3825.436,55,372.849215
-3223.519,401,372.880539
-1545.7755,401,372.960814
-2333.2087,17,372.977687
-1997.7556,41,373.01118
-2835.3203,23,373.143067
-2370.4792,59,373.291312
-4438.971,43,373.308285
-3399.9998,30,373.341341
-8176.243,401,373.357828
-3314.8677,179,373.440078
-1790.241,389,373.505342
-4084.2446,39,373.64929
-3017.1045,42,373.649353
-2735.8447,79,373.666208
-2794.4302,23,373.731883
1346.6543,401,373.813853
-5152.527,82,373.879711
-2279.8503,16,373.912447
-3565.9067,69,373.976795
-2560.2778,58,374.089179
-3275.5576,55,374.187264
-4661.175,76,374.220187
-2830.8616,51,374.335143
-3966.8232,96,374.368177
-843.3246,401,374.499311
-6343.743,67,374.533362
-2119.9565,14,374.566322
-2776.8135,23,374.598887
-3051.8247,59,374.63179
-1342.8848,9,374.779096
-2232.6401,47,374.861188
-2659.1333,21,374.878061
-3837.7344,75,374.878105
-3679.4778,46,374.945052
-1333.5175,14,375.170811
-4339.2427,401,375.221732
-3000.0,25,375.289207
-4281.27,86,375.323164
-5685.5522,63,375.407422
-5017.963,57,375.441148
-6321.8296,242,375.559441
-4434.1504,58,375.559503
-2969.6194,25,375.593532
-4417.4844,48,375.661415
-4054.9282,48,375.678594
-1799.7805,10,375.847179
2041.5309,401,376.014884
-5463.881,124,376.03172
-1803.806,50,376.065051
-6487.3613,223,376.081943
-443.0336,401,376.081987
-2530.7603,50,376.13156
-2644.853,51,376.180171
-4628.418,178,376.245576
-352.74307,401,376.311371
-1689.6155,47,376.344428
-2440.0,18,376.361072
-2983.9478,45,376.410297
-1957.3444,12,376.443448
-6014.6836,190,376.476609
-2754.5933,22,376.542772
-4075.7117,238,376.624747
-3319.9697,29,376.838811
-4694.2607,50,376.905029
-2764.2397,48,376.92174
-2473.587,59,377.053643
-8400.315,401,377.103024
-4279.872,41,377.119603
741.4368,401,377.20135
-2390.2554,22,377.267535
-5136.2363,61,377.350064
-2779.6995,70,377.46518
-3645.9412,51,377.46524
-2701.9775,63,377.514879
-2145.9534,401,377.530375
-2252.5942,29,377.578611
-2676.1006,39,377.690176
-2902.6702,78,377.690236
-5239.9995,53,377.78871
-1957.3772,12,377.887089
-3363.1807,151,377.903594
-10190.981,246,377.935287
-1643.6956,32,377.984295
-5137.756,154,377.984367
-2679.3396,401,378.050256
-3771.8135,52,378.116251
-1296.4513,401,378.165667
-3007.9458,26,378.215141
-2387.6794,62,378.215193
-3166.7996,46,378.215206
-7316.7134,145,378.231858
-2359.8823,17,378.264632
-5146.422,401,378.297698
-1799.9967,10,378.330584
-6255.701,342,378.379883
-2238.2756,57,378.445684
-4497.324,59,378.4948
-3239.9968,28,378.511282
-2392.8682,44,378.609605
-2355.044,59,378.658209
-2753.332,23,378.756581
-2672.3325,21,378.838685
-4544.02,53,378.855972
-4153.747,177,378.922021
-3719.9492,34,379.004855
-1247.3027,50,379.037921
-1871.0529,44,379.054492
-2656.8965,21,379.185874
-3880.025,61,379.219
-2653.755,65,379.285144
-3935.9553,73,379.318384
-1973.247,35,379.335206
-9746.455,401,379.335247
-3397.81,30,379.352055
-4366.25,45,379.401613
2286.9814,401,379.483764
-2242.3162,65,379.676649
-1538.3822,149,379.786486
-3378.5522,30,379.835179
-1988.8494,51,379.835235
-4117.3843,39,379.916038
-7441.699,190,379.947596
-3671.5713,39,379.947649
-2166.088,17,380.062546
-2159.5835,49,380.127857
-1837.0361,55,380.226101
-8584.9375,401,380.324079
-3035.989,26,380.340711
-2953.7622,25,380.357239
-1193.6534,43,380.373924
-1693.2476,401,380.406897
-2402.0474,93,380.56807
-2839.994,23,380.695085
-2839.958,23,380.727283
-3584.0542,59,380.791336
-2440.0295,59,380.791394
-3250.0107,32,380.857353
-2696.3818,32,380.890755
-1532.9182,57,380.990002
-2578.099,56,381.03973
-3489.333,96,381.039785
-2274.3425,16,381.121897
-6886.965,401,381.155283
-5788.408,187,381.349058
1417.9213,401,381.365606
-2724.4932,22,381.398561
-3075.9727,193,381.415239
-2372.353,94,381.480934
-4362.495,47,381.56378
-5319.7383,54,381.580377
-5028.366,56,381.707432
-3320.2483,44,381.707493
-2940.9988,49,381.83885
-2279.957,16,381.838911
-4009.9272,39,382.052322
-5209.39,401,382.134103
-2490.6548,19,382.150693
-1025.6587,401,382.167203
-4316.403,63,382.183826
-4579.127,50,382.217274
-2204.267,86,382.300222
-4100.344,39,382.349713
-3387.4133,109,382.349763
-2030.0193,51,382.399368
-2435.1711,18,382.481261
-4300.7935,280,382.514314
-1992.8367,401,382.596901
-3078.9937,57,382.774105
-4945.1465,239,382.823401
-3639.5476,33,382.840057
-2887.4683,70,382.856666
-4729.311,48,382.922369
-2617.7056,48,383.004721
-1234.2437,11,383.021462
640.8093,401,383.103524
-3127.7915,48,383.136636
-5399.999,55,383.249032
-4921.1514,53,383.350856
-2759.9922,22,383.384467
-3452.4958,32,383.38451
-2760.0,22,383.497763
-765.224,264,383.531465
1610.1864,401,383.681222
-1019.1255,30,383.749121
-2476.735,60,383.766372
-4089.1584,51,383.849961
-2679.9922,21,383.883277
-5092.794,174,383.982935
-4293.3657,112,383.999778
-6446.3286,72,384.016712
-2960.1616,70,384.080322
-5199.3613,104,384.112944
-452.68723,401,384.146553
-2922.1719,29,384.163417
-4805.7627,52,384.211227
-1751.6125,14,384.310613
-2536.5698,22,384.360834
1355.6761,401,384.475958
-4599.9263,45,384.492916
-2550.0708,21,384.509657
-4113.5522,39,384.526717
-3637.2751,33,384.526758
-2597.4282,23,384.595771
-2838.7966,23,384.69537
-10109.519,131,384.76169
-3004.3462,102,384.794994
1336.9211,401,384.811718
-2199.9985,15,384.844623
-2759.9995,22,384.894263
-2999.9927,25,384.927639
-3479.8643,31,384.994936
-374.69073,401,385.091072
-2900.2136,24,385.157788
-5407.2,62,385.174496
-2216.0571,52,385.223986
-2704.5737,79,385.320521
-3475.8145,53,385.370156
-2240.939,36,385.401919
-4119.8696,39,385.433769
-3426.2573,33,385.467037
-1301.2207,10,385.483804
-3457.9426,401,385.614347
449.0312,401,385.757296
-2839.9946,23,385.773734
-3538.3125,50,385.806423
-2836.2556,23,385.839247
